key,doi,title,year,oa_pdf_url,source,status,pdf_path,text_path,updated
W1648036190,10.1063/1.3122542,"Excited states of Nb3N2 and Nb3C2: Density functional theory, CASSCF, and MRCI studies",2009,https://aip.scitation.org/doi/pdf/10.1063/1.3122542,doi-import,extracted,papers/mined/W1648036190.pdf,text/W1648036190.txt,2026-07-29T04:05:36Z
W2624114553,10.1016/j.cplett.2017.05.061,Metastability of the low-lying electronic states of CBr2+: A CASSCF/MRCI study,2017,http://dx.doi.org/10.1016/j.cplett.2017.05.061,doi-import,extracted_partial,papers/mined/W2624114553.pdf,text/W2624114553.txt,2026-07-31T12:27:07Z
W2068668400,10.1063/1.480180,A CASSCF–MRCI study on the low-lying excited states of CH3OCl,1999,https://pubs.aip.org/aip/jcp/article-pdf/111/18/8384/10802096/8384_1_online.pdf,doi-import,extracted,papers/mined/W2068668400.pdf,text/W2068668400.txt,2026-07-21T16:43:18Z
W2156917670,10.1002/qua.22779,A CASSCF/MRCI study of the low‐lying electronic states of the BeS molecule,2010,http://doi.org/10.1002/qua.22779,doi-import,not_usable,papers/mined/W2156917670.pdf,text/W2156917670.txt,2026-07-29T19:42:01Z
W2045238539,10.1021/jp803213j,New Relativistic Atomic Natural Orbital Basis Sets for Lanthanide Atoms with Applications to the Ce Diatom and LuF<sub>3</sub>,2008,,doi-import,extracted,,,2026-08-06T15:18:27Z
W2069560102,10.1063/1.2883976,"Orbital optimization in the density matrix renormalization group, with applications to polyenes and β-carotene",2008,https://arxiv.org/pdf/0712.2475,doi-import,extracted,papers/mined/W2069560102.pdf,text/W2069560102.txt,2026-07-15T14:22:39Z
W2079596413,10.1063/1.2196410,Canonical transformation theory for multireference problems,2006,https://aip.scitation.org/doi/pdf/10.1063/1.2196410,doi-import,not_usable,papers/mined/W2079596413.pdf,text/W2079596413.txt,2026-07-29T04:02:04Z
W1997933922,10.1021/jp806075b,"Binding of CO, NO, and O<sub>2</sub> to Heme by Density Functional and Multireference ab Initio Calculations",2008,https://ruj.uj.edu.pl/xmlui/handle/item/79582,doi-import,extracted,papers/mined/W1997933922.pdf,text/W1997933922.txt,2026-07-30T20:43:01Z
W2154956774,10.1103/physreva.88.023402,Time-dependent complete-active-space self-consistent-field method for multielectron dynamics in intense laser fields,2013,https://arxiv.org/pdf/1304.5835,doi-import,not_usable,papers/mined/W2154956774.pdf,text/W2154956774.txt,2026-07-15T14:35:24Z
W2085884874,10.1063/1.2953696,Accurate <i>ab initio</i> density fitting for multiconfigurational self-consistent field methods,2008,http://hdl.handle.net/10550/2379,doi-import,fetch_failed,,,2026-07-14T22:25:46Z
W1972987768,10.1021/jp910220r,Electronic Structure of Selected {FeNO}<sup>7</sup> Complexes in Heme and Non-Heme Architectures: A Density Functional and Multireference ab Initio Study,2010,https://ruj.uj.edu.pl/xmlui/handle/item/71845,doi-import,extracted_partial,papers/mined/W1972987768.pdf,text/W1972987768.txt,2026-07-31T12:26:03Z
W1969087239,10.1063/1.451238,Benchmark full configuration-interaction calculations on HF and NH2,1986,https://ntrs.nasa.gov/api/citations/19860020904/downloads/19860020904.pdf,doi-import,not_usable,papers/mined/W1969087239.pdf,text/W1969087239.txt,2026-07-15T14:35:24Z
W4231247751,10.1063/1.451034,"Benchmark full configuration-interaction calculations on H2O, F, and F−",1986,https://ntrs.nasa.gov/api/citations/19860020903/downloads/19860020903.pdf,doi-import,not_usable,papers/mined/W4231247751.pdf,text/W4231247751.txt,2026-07-15T14:35:24Z
W4287578679,10.1063/5.0101838,Computation of NMR shieldings at the CASSCF level using gauge-including atomic orbitals and Cholesky decomposition,2022,https://arxiv.org/pdf/2206.01989,doi-import,extracted_partial,papers/mined/W4287578679.pdf,text/W4287578679.txt,2026-07-21T18:40:20Z
W3203446879,10.1039/d1dt02346b,Assessment of minimal active space CASSCF-SO methods for calculation of atomic Slater–Condon and spin–orbit coupling parameters in d- and f-block ions,2021,https://pubs.rsc.org/en/content/articlepdf/2021/dt/d1dt02346b,doi-import,extracted_partial,papers/mined/W3203446879.pdf,text/W3203446879.txt,2026-07-21T16:49:53Z
W4403305801,10.1063/5.0222409,Implementation of frozen density embedding in CP2K and OpenMolcas: CASSCF wavefunctions embedded in a Gaussian and plane wave DFT environment,2024,https://pubs.aip.org/aip/jcp/article-pdf/doi/10.1063/5.0222409/20202929/144110_1_5.0222409.pdf,doi-import,not_usable,papers/mined/W4403305801.pdf,text/W4403305801.txt,2026-07-20T19:05:36Z
W4406827470,10.1021/acs.jpca.4c04639,"Spin–Orbit Coupling and Admixture Coefficients in SA-CASSCF and MS-CASPT2, and Triplet Excitation Yield Simulated via Trajectory Surface Hopping and Calibrated SA-CASSCF in 1,2-Dioxetane Derivatives",2025,europepmc:fullTextXML:10.1021/acs.jpca.4c04639,doi-import,extracted,,text/W4406827470.txt,2026-07-21T18:41:38Z
W4411874770,10.1039/d5cp00881f,Excited-state methods based on state-averaged long-range CASSCF short-range DFT,2025,https://pubs.rsc.org/en/content/articlepdf/2025/cp/d5cp00881f,doi-import,extracted,papers/mined/W4411874770.pdf,text/W4411874770.txt,2026-07-21T19:19:33Z
W2998682278,10.1080/00268976.2019.1706778,A quantum mechanical explanation of the structure of vinyl cation based on a CASSCF/CASMP2 study,2019,https://figshare.com/articles/A_quantum_mechanical_explanation_of_the_structure_of_vinyl_cation_based_on_a_CASSCF_CASMP2_study/11522268,doi-import,fetch_failed,,,2026-07-14T22:26:26Z
W4404763365,10.1021/acs.jpca.4c06466,Real-Time CASSCF (Ehrenfest) Modeling of Electron Dynamics in Organic Semiconductors. Dynamics Reaction Paths Driven by Quantum Coherences. Application to a Radical Organic Semiconductor,2024,europepmc:fullTextXML:10.1021/acs.jpca.4c06466,doi-import,extracted_partial,,text/W4404763365.txt,2026-07-21T19:28:15Z
W4411382486,10.3390/nano15120938,Quantum Mechanics MP2 and CASSCF Study of Coordinate Quasi-Double Bonds in Cobalt(II) Complexes as Single Molecule Magnets,2025,europepmc:fullTextXML:10.3390/nano15120938,doi-import,extracted,,text/W4411382486.txt,2026-07-21T16:39:46Z
W1982509026,10.1021/jp807752k,"Vibronic Effects in the 1<sup>1</sup>B<sub>u</sub>(1<sup>1</sup>B<sub>2</sub>) Excited Singlet States of Oligothiophenes. Fluorescence Study of the 1<sup>1</sup>A<sub>g</sub>(1<sup>1</sup>A<sub>1</sub>) ← 1<sup>1</sup>B<sub>u</sub>(1<sup>1</sup>B<sub>2</sub>) Transition in Terms of DFT, TDDFT, and CASSCF Methods",2008,https://ruj.uj.edu.pl/xmlui/handle/item/79537,doi-import,not_usable,papers/mined/W1982509026.pdf,text/W1982509026.txt,2026-07-31T12:27:08Z
W4308284274,10.1021/acs.jpca.2c04816,Photochemistry of 1-Phenyl-1-diazopropane and Its Diazirine Isomer: A CASSCF and MS-CASPT2 Study,2022,europepmc:fullTextXML:10.1021/acs.jpca.2c04816,doi-import,extracted,,text/W4308284274.txt,2026-07-21T16:35:11Z
W4223935424,10.1002/jcc.26856,On the highest oxidation states of the actinoids in <scp>AnO<sub>4</sub></scp> molecules (An = Ac – Cm): A DMRG<scp>‐CASSCF</scp> study,2022,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/jcc.26856,doi-import,extracted_partial,papers/mined/W4223935424.pdf,text/W4223935424.txt,2026-07-31T12:26:03Z
W4365146942,10.3390/ijms24087070,Iron(II) Complexes with Porphyrin and Tetrabenzoporphyrin: CASSCF/MCQDPT2 Study of the Electronic Structures and UV–Vis Spectra by sTD-DFT,2023,europepmc:fullTextXML:10.3390/ijms24087070,doi-import,extracted_partial,,text/W4365146942.txt,2026-07-17T14:21:20Z
W4400248302,10.1063/5.0203550,XMS-CASPT2//XMS-CASPT2 and XMS-CASPT2//CASSCF at comparison: The impact of dynamic correlation in the excited state optimization of nitronaphthalene,2024,https://pubs.aip.org/aip/jcp/article-pdf/doi/10.1063/5.0203550/20025823/011103_1_5.0203550.pdf,doi-import,extracted,papers/mined/W4400248302.pdf,text/W4400248302.txt,2026-07-21T16:36:11Z
W2085321209,10.1016/j.procs.2014.05.125,Exploring the Conical Intersection Seam in Cytosine: A DFT and CASSCF Study,2014,https://doi.org/10.1016/j.procs.2014.05.125,doi-import,extracted_partial,papers/mined/W2085321209.pdf,text/W2085321209.txt,2026-07-29T22:58:39Z
W1990088943,10.1063/1.4818727,"Communication: Electronic UV-Vis transient spectra of the ·OH reaction products of uracil, thymine, cytosine, and 5,6-dihydrouracil by using the complete active space self-consistent field second-order perturbation (CASPT2//CASSCF) theory",2013,https://aip.scitation.org/doi/pdf/10.1063/1.4818727,doi-import,extracted,,,2026-08-06T00:00:00Z
W1995092221,10.1080/00268970701604689,A BSSE-corrected CASSCF/NEVPT2 procedure. An application to weakly bonded OH..<b><i>π</i></b>heterodimer complexes,2007,https://hal.science/hal-00513135,doi-import,extracted_partial,papers/mined/W1995092221.pdf,text/W1995092221.txt,2026-07-30T20:44:15Z
W3085402209,10.1063/5.0024134,A cautionary tale: Problems in the valence-CASSCF description of the ground state (X1Σ+) of BF,2020,https://www.osti.gov/biblio/1664436,doi-import,extracted,papers/mined/W3085402209.pdf,text/W3085402209.txt,2026-08-07T18:56:13Z
W4413381662,10.1021/acs.jpca.5c04385,A Two-Level Preconditioner for the CASSCF Linear-Response Equations,2025,europepmc:fullTextXML:10.1021/acs.jpca.5c04385,doi-import,extracted_partial,,text/W4413381662.txt,2026-07-21T19:29:58Z
W4414929664,10.1021/acsomega.5c06364,Cr(I)–Cr(I) Terphenyl Bridged Complexes: A Broken-Symmetry DFT and Multideterminant CASSCF/NEVPT2 Handshake,2025,europepmc:fullTextXML:10.1021/acsomega.5c06364,doi-import,extracted,,text/W4414929664.txt,2026-07-16T17:39:20Z
W7140277076,10.53941/ps.2026.100011,Excitation Energies in a Polarizable Environment: A Comparison of State-Averaged and Linear-Response CASSCF/AMOEBA Formulations,2026,https://doi.org/10.53941/ps.2026.100011,doi-import,extracted,papers/mined/W7140277076.pdf,text/W7140277076.txt,2026-07-30T00:02:31Z
W1984166883,10.1016/j.cplett.2004.03.026,The Franck–Condon and Dushinsky effects in the lowest energy 12B3u doublet of the tetracyanoquinodimethane (TCNQ) monoanion: the absorption and resonance Raman studies in terms of the density functional theory (DFT) and complete active space self-consistent field (CASSCF) methods,2004,https://ruj.uj.edu.pl/xmlui/handle/item/130707,doi-import,extracted_partial,papers/mined/W1984166883.pdf,text/W1984166883.txt,2026-07-31T12:27:08Z
W2012803259,10.1016/j.cplett.2009.03.001,"The vibronic structures of absorption and magnetic circular dichroism (MCD) in the low energy 11B2u and 11B3u states of 1,4,5,8-naphthalenetetracarboxy dianhydride. The analysis in terms of DFT and CASSCF methods",2009,https://ruj.uj.edu.pl/xmlui/handle/item/76155,doi-import,fetch_failed,,,2026-07-14T22:29:21Z
W2171078375,10.5012/bkcs.2004.25.2.260,"A Reinvestigation of the Fragmentation of 2-Carbena-1,3-dioxolane by CASSCF and CASPT2 Calculations",2004,http://koreascience.or.kr:80/article/JAKO200402727310347.pdf,doi-import,extracted,papers/mined/W2171078375.pdf,text/W2171078375.txt,2026-07-21T16:44:45Z
W2109039998,10.1155/2014/874102,Mechanisms of Laser-Induced Reactions of Stacked Benzene Molecules: A Semiclassical Dynamics Simulation and CASSCF Calculation,2014,https://downloads.hindawi.com/journals/ijp/2014/874102.pdf,doi-import,extracted,papers/mined/W2109039998.pdf,text/W2109039998.txt,2026-07-30T20:45:22Z
W2913667368,10.1016/j.comptc.2019.01.026,Unveiling the photophysics of thiourea from CASPT2/CASSCF potential energy surfaces and singlet/triplet excited state molecular dynamics simulations,2019,https://arxiv.org/pdf/1901.07501,doi-import,extracted_partial,papers/mined/W2913667368.pdf,text/W2913667368.txt,2026-07-21T16:44:46Z
W4412490321,10.1016/j.cplett.2025.142281,Nitranion as intermediate in the decomposition of azides electrocatalytically synthesized. A CASSCF and CASPT2 study,2025,https://doi.org/10.1016/j.cplett.2025.142281,doi-import,extracted,papers/mined/W4412490321.pdf,text/W4412490321.txt,2026-07-29T22:57:14Z
W2950391370,10.1139/v94-046,On the structure of S<sub>4</sub><sup>2+</sup> and its formation from 2S<sub>2</sub><sup>+</sup><sub>•</sub><i>Ab</i> <i>initio</i> SCF and CASSCF studies,1994,https://cdnsciencepub.com/doi/pdf/10.1139/v94-046,doi-import,extracted_partial,papers/mined/W2950391370.pdf,text/W2950391370.txt,2026-07-29T17:16:15Z
