timestamp,key,doi,action,result,reasoning
2026-07-14T22:09:42Z,W2160052848-c,10.1063/1.2920188,add-row,appended,RASPT2 benchmark with fully specified active-space buildup on real Cu-O2 chemistry
2026-07-14T22:09:42Z,W2160052848,10.1063/1.2920188,mark,extracted,"3 rows: LCuO2 singlet-triplet + [Cu(NH3)n]2O2 2+ isomerization n=2,3; all active spaces and buildup sequences stated"
2026-07-14T22:19:48Z,W2746979517,10.1021/acs.jctc.7b00900,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2945883321,10.1063/1.5094644,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1965312230,10.1021/ja045269n,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3197343847,10.1021/acs.jctc.1c00589,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2607948809,10.1021/acs.jctc.6b01149,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2947767018,10.1021/acs.jctc.9b00325,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4368618061,10.1021/acs.jpca.3c00603,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4401353082,10.1021/acsomega.4c00875,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4399433893,10.1021/acs.jctc.4c00212,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2036873101,10.1039/c3dt52279b,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2006018602,10.1039/b926608a,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2131618696,10.1039/c4cp05278a,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2002530679,10.1021/ct7003148,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2944258949,10.1063/1.5092613,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2074138336,10.1039/c3cp54418d,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2611031733,10.1039/c7cp01642e,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2320303562,10.1021/ct900401z,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2765798707,10.1039/c7fd00202e,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2560348368,10.3390/molecules21121666,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3136346122,10.1021/acs.inorgchem.1c00910,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2496860491,10.1021/acs.jctc.6b00609,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2080032603,10.1002/(sici)1097-461x(1996)60:1<505::aid-qua49>3.0.co;2-7,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2535160901,10.1139/cjc-2016-0264,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4389045718,10.1021/acs.inorgchem.3c03689,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4313439438,10.1063/5.0131689,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4393248043,10.1021/acs.jctc.4c00388,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4308434679,10.1063/5.0125460,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4221069103,10.1063/5.0085855,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4406756952,10.1021/acs.inorgchem.4c03845,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4392863947,10.1063/5.0197895,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4405736166,10.1002/jcc.27550,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2521374571,10.3390/inorganics4040028,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2756271345,10.1080/00268976.2017.1371800,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3120060997,10.1063/5.0031208,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4401210100,10.1021/acs.jctc.4c00623,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2016813178,10.1002/qua.21041,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1667779756,10.1063/1.1408298,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3121514598,10.1063/5.0033181,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4230199910,10.1007/s002140050178,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3048651400,10.1039/d0cp03084h,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1626538226,10.1063/1.1346577,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1985896562,10.1002/poc.871,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2060789838,10.1016/j.chemphys.2004.01.017,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2029366137,10.1002/(sici)1097-461x(1999)72:1<25::aid-qua3>3.0.co;2-z,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1977107917,10.1039/c5cp90073e,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1648036190,10.1063/1.3122542,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2624114553,10.1016/j.cplett.2017.05.061,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2068668400,10.1063/1.480180,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2156917670,10.1002/qua.22779,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2045238539,10.1021/jp803213j,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2069560102,10.1063/1.2883976,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2079596413,10.1063/1.2196410,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1997933922,10.1021/jp806075b,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2154956774,10.1103/physreva.88.023402,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2085884874,10.1063/1.2953696,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1972987768,10.1021/jp910220r,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1969087239,10.1063/1.451238,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4231247751,10.1063/1.451034,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4287578679,10.1063/5.0101838,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3203446879,10.1039/d1dt02346b,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4403305801,10.1063/5.0222409,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4406827470,10.1021/acs.jpca.4c04639,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4411874770,10.1039/d5cp00881f,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2998682278,10.1080/00268976.2019.1706778,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4404763365,10.1021/acs.jpca.4c06466,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4411382486,10.3390/nano15120938,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1982509026,10.1021/jp807752k,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4308284274,10.1021/acs.jpca.2c04816,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4223935424,10.1002/jcc.26856,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4365146942,10.3390/ijms24087070,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4400248302,10.1063/5.0203550,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2085321209,10.1016/j.procs.2014.05.125,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1990088943,10.1063/1.4818727,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1995092221,10.1080/00268970701604689,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3085402209,10.1063/5.0024134,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4413381662,10.1021/acs.jpca.5c04385,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4414929664,10.1021/acsomega.5c06364,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W7140277076,10.53941/ps.2026.100011,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1984166883,10.1016/j.cplett.2004.03.026,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2012803259,10.1016/j.cplett.2009.03.001,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2171078375,10.5012/bkcs.2004.25.2.260,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2109039998,10.1155/2014/874102,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2913667368,10.1016/j.comptc.2019.01.026,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4412490321,10.1016/j.cplett.2025.142281,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2950391370,10.1139/v94-046,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2089393938,10.1016/s0009-2614(03)01039-x,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2131957198,10.1088/1742-6596/101/1/012001,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1176755638,10.1016/j.susc.2015.06.018,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4254546669,10.1007/s002140050122,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2027903372,10.1016/j.cplett.2007.09.062,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3008283021,10.1002/vjch.201800034,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2171531037,10.1016/0010-8545(94)80025-1,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4385492755,10.26434/chemrxiv-2023-f7qnk,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4391014187,10.48550/arxiv.2401.07597,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4244969834,10.26434/chemrxiv.12917930,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4390897913,10.48550/arxiv.2401.06673,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4405455336,10.26434/chemrxiv-2024-dcpqv-v2,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2040593414,10.1021/ja8029416,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2150875231,10.1063/1.465071,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2022686920,10.1063/1.459634,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2012990566,10.1021/ja066615z,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2527752769,10.1039/c6sc03621j,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2981075862,10.1021/acs.jpclett.9b02815,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2794279393,10.1021/acs.jpclett.8b00684,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1545715709,10.1063/1.1710046,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2323175157,10.1139/cjc-2013-0017,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2242126778,10.1021/jacs.5b03805,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2323292453,10.1021/acs.jctc.5b00861,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2099962686,10.1039/c1cp22239b,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2095407146,10.1021/ja073628j,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2910212630,10.1021/acs.jctc.8b01009,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2886362076,10.1039/c8sc03569e,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2995293418,10.1021/jacs.9b11715,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2346655693,10.1103/physreva.94.023405,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2165686015,10.1063/1.4932613,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2914180558,10.1021/acs.jctc.8b01277,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2534966425,10.1039/c6dt03752f,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2778441117,10.1021/acs.jctc.7b01248,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2772758820,10.1021/acs.jctc.7b01035,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3028621281,10.1021/acs.jctc.0c00222,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3133965318,10.1063/5.0042147,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2969509515,10.1007/s11224-019-01407-9,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2085525001,10.1063/1.451610,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2069788998,10.1016/s0009-2614(99)00711-3,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2151416462,10.1351/pac-con-09-10-29,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2145664121,10.1021/jp012888z,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2315078173,10.1021/jo502041f,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1979975612,10.1103/physreva.91.023417,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2054504985,10.1021/jp807172h,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2508993861,10.1021/acs.organomet.6b00467,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2775395557,10.1021/acs.jctc.7b00958,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2211091246,10.1039/c5sc03321g,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2460739546,10.1021/acs.jpclett.6b00970,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1766476340,10.1063/1.4923259,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2114888214,10.1039/c5sc02342d,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2075557019,10.1063/1.4735018,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2128709578,10.1007/s00214-009-0546-8,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3109966170,10.1002/qua.26559,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3216230773,10.1021/acs.jpclett.1c03229,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2989131566,10.1021/acs.jctc.9b00969,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2131705378,10.1016/s0009-2614(00)01218-5,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2080870617,10.1063/1.481234,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2057428859,10.1063/1.450962,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2029528070,10.1021/ct600363a,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2073732130,10.1063/1.4901328,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1995640562,10.1063/1.452534,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2117385466,10.1021/ic001355m,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2903558328,10.1021/acs.jctc.8b01205,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2768547812,10.1021/jacs.7b11535,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2787329441,10.1039/c7cp08472b,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1987894643,10.1063/1.3408251,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3113154759,10.1002/cphc.202000926,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3120113734,10.1021/acs.jpca.0c08029,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2025713403,10.1063/1.4866447,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2784584363,10.1021/jacs.7b10714,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2116591174,10.1002/chem.201303275,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2165821097,10.1002/chem.201301240,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2239528024,10.1021/acs.jpcb.5b09838,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2005794897,10.1021/ja506151p,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4386211448,10.1021/jacs.3c05452,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2031310230,10.1039/c5cp00101c,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W4296032718,10.1021/acs.jctc.2c00630,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2043499485,10.1021/ja808424b,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2150840493,10.1039/c0cp01901a,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1970840181,10.1021/jp045614v,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2335267576,10.1021/ic100866z,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2030864702,10.1021/ct800459t,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W3009413739,10.1021/acs.jctc.9b01297,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2267960904,10.1021/acs.inorgchem.5b01505,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2071946319,10.1016/j.comptc.2014.03.021,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2171511331,10.1080/00268970009483311,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2899607422,10.1039/c8sc02599a,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2547503467,10.1021/jacs.6b08661,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2887120748,10.1039/c8sc01361f,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2943191843,10.1021/acs.jctc.9b00282,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2922150769,10.1103/physreva.99.063420,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1973385516,10.1016/j.chemphys.2011.06.034,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2009631876,10.1002/kin.20702,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1972598001,10.1063/1.2187974,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W1924454284,10.1039/c5dt02162f,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
2026-07-14T22:19:48Z,W2113191218,10.1039/b912607d,import,candidate,user DOI list: ../database/doi/openalex_casscf_open_access.csv
